resource.data_updated_at,permalink,resource.id,resource.name,resource.columns_name,column_count,resource.description,resource.download_count,resource.page_views.page_views_last_week
2025-01-17T17:03:49.000Z,https://data.cdc.gov/d/akn2-qxic,akn2-qxic,Weekly United States COVID-19 Hospitalization Metrics by County – ARCHIVED,"['report_date', 'avg_percent_inpatient_beds_used_confirmed_covid', 'total_adm_all_covid_confirmed_past_7days_per_100k', 'county_population', 'fips_code', 'week_end_date', 'health_sa_population', 'health_sa_number', 'total_adm_all_covid_confirmed_past_7days_per_100k_level', 'admissions_covid_confirmed_week_over_week_percent_change', 'health_sa_name', 'state', 'county', 'mmwr_report_year', 'abs_chg_avg_percent_staff_icu_beds_covid', 'total_adm_all_covid_confirmed_past_7days', 'mmwr_report_week', 'avg_percent_staff_icu_beds_covid_level', 'avg_percent_staff_icu_beds_covid', 'abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed', 'avg_percent_inpatient_beds_used_confirmed_covid_level', 'admissions_covid_confirmed_week_over_week_percent_change_level']",22,"<b>Note:</b> After May 3, 2024, this dataset will no longer be updated because hospitals are no longer required to report data on COVID-19 hospital admissions, hospital capacity, or occupancy data to HHS through CDC’s National Healthcare Safety Network (NHSN). The related CDC COVID Data Tracker site was revised or retired on May 10, 2023.

<b>Note:</b>
<b>May 3,2024:</b> Due to incomplete or missing hospital data received for the April 21,2024 through April 27, 2024 reporting period, the COVID-19 Hospital Admissions Level could not be calculated for CNMI and will be reported as “NA” or “Not Available” in the COVID-19 Hospital Admissions Level data released on May 3, 2024.

This dataset represents COVID-19 hospitalization data and metrics aggregated to county or county-equivalent, for all counties or county-equivalents (including territories) in the United States. COVID-19 hospitalization data are reported to CDC’s National Healthcare Safety Network, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN and included in this dataset represent aggregated counts and include metrics capturing information specific to COVID-19 hospital admissions, and inpatient and ICU bed capacity occupancy.

<b>Reporting information:</b><ul><li>As of December 15, 2022, COVID-19 hospital data are required to be reported to  NHSN, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN represent aggregated counts and include metrics capturing information specific to hospital capacity, occupancy, hospitalizations, and admissions. Prior to December 15, 2022, hospitals reported data directly to the U.S. Department of Health and Human Services (HHS) or via a state submission for collection in the HHS Unified Hospital Data Surveillance System (UHDSS). </li><li>While CDC reviews these data for errors and corrects those found, some reporting errors might still exist within the data. To minimize errors and inconsistencies in data reported, CDC removes outliers before calculating the metrics. CDC and partners work with reporters to correct these errors and update the data in subsequent weeks.</li><li>Many hospital subtypes, including acute care and critical access hospitals, as well as Veterans Administration, Defense Health Agency, and Indian Health Service hospitals, are included in the metric calculations provided in this report. Psychiatric, rehabilitation, and religious non-medical hospital types are excluded from calculations.  </li><li>Data are aggregated and displayed for hospitals with the same Centers for Medicare and Medicaid Services (CMS) Certification Number (CCN), which are assigned by CMS to counties based on the CMS Provider of Services files. </li> <li>Full details on COVID-19 hospital data reporting guidance can be found here: https://www.hhs.gov/sites/default/files/covid-19-faqs-hospitals-hospital-laboratory-acute-care-facility-data-reporting.pdf</li></ul>
<b>Calculation of county-level hospital metrics:</b><ul><li>County-level hospital data are derived using calculations performed at the Health Service Area (HSA) level. An HSA is defined by CDC’s National Center for Health Statistics as a geographic area containing at least one county which is self-contained with respect to the population’s provision of routine hospital care. Every county in the United States is assigned to an HSA, and each HSA must contain at least one hospital. Therefore, use of HSAs in the calculation of local hospital metrics allows for more accurate characterization of the relationship between health care utilization and health status at the local level. </li><li>Data presented at the county-level represent admissions, hospital inpatient and ICU bed capacity and occupancy among hosp",4957,105
2025-01-10T18:40:45.000Z,https://data.cdc.gov/d/yhkp-cczf,yhkp-cczf,CDC STATE System Tobacco Legislation - Smokefree Campus,"['MeasureDesc', 'DataType', 'Quarter', 'DataSource', 'Effective_Date', 'GeoLocation', 'ProvisionGroupDesc', 'ProvisionValue', 'TopicId', 'ProvisionDesc', 'ProvisionID', 'MeasureId', 'Enacted_Date', 'GeoLocation (zip)', 'DisplayOrder', 'GeoLocation (city)', 'TopicTypeId', 'Comments', 'GeoLocation (state)', 'ProvisionAltValue', 'ProvisionGroupID', 'TopicDesc', 'GeoLocation (address)', 'Citation', 'LocationDesc', 'Year', 'LocationAbbr']",27,1995-2024. Centers for Disease Control and Prevention (CDC).  State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation – Smokefree Campuses. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include state smokefree indoor air policies in areas such as: Smokefree campuses for private and public colleges and schools (K-12).,4860,13
2025-02-11T20:11:07.000Z,https://data.cdc.gov/d/mfvi-hkb9,mfvi-hkb9,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2015-2017,"['X_lon', 'DataSource', 'Topic', 'Class', 'Y_lat', 'GeographicLevel', 'Georeference Column', 'StratificationCategory2', 'Stratification2', 'LocationDesc', 'Counties', 'Stratification1', 'Data_Value', 'Data_Value_Footnote', 'TopicID', 'Year', 'Data_Value_Type', 'LocationID', 'StratificationCategory1', 'Data_Value_Unit', 'Data_Value_Footnote_Symbol', 'LocationAbbr']",22,"2015 to 2017, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-and-stroke-data/index.html",4787,7
2025-01-10T19:20:44.000Z,https://data.cdc.gov/d/itia-u6fu,itia-u6fu,CDC STATE System E-Cigarette Legislation - Smokefree Campus,"['Quarter', 'GeoLocation (state)', 'YEAR', 'GeoLocation (zip)', 'LocationDesc', 'Citation', 'ProvisionDesc', 'ProvisionGroupID', 'ProvisionGroupDesc', 'GeoLocation', 'DataType', 'TopicDesc', 'Enacted_Date', 'GeoLocation (address)', 'ProvisionAltValue', 'LocationAbbr', 'DataSource', 'MeasureDesc', 'TopicTypeId', 'ProvisionValue', 'Comments', 'TopicId', 'MeasureId', 'DisplayOrder', 'Effective_Date', 'ProvisionID', 'GeoLocation (city)']",27,1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System.  E-Cigarette Legislation—Smokefree Campus. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include state smokefree indoor air laws for smokefree campuses in private and public colleges and schools (K-12).,4729,4
2025-03-20T17:38:31.000Z,https://data.cdc.gov/d/6jg4-xsqq,6jg4-xsqq,Weekly Rates of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System,"['AgeCategory_Legend', 'State', 'Race_Label', 'Season', 'CumulativeRate', 'WeeklyRate', 'Sex_Label', 'Type', '_WeekendDate']",9,"The Coronavirus Disease 2019 (COVID-19) Hospitalization Surveillance Network (COVID-NET) a network that conducts active, population-based surveillance for laboratory-confirmed COVID-19-associated hospitalizations among children and adults. COVID-NET, along with the Respiratory Syncytial Virus Hospitalization Surveillance Network (RSV-NET) and the Influenza Hospitalization Surveillance Network (FluSurv-NET), comprise the Respiratory Virus Hospitalization Surveillance Network (RESP-NET). The RESP-NET platforms have overlapping surveillance areas and use similar methods to collect data. COVID-NET is CDC’s source for important data on rates of hospitalizations associated with COVID-19. Hospitalization rates show how many people in the surveillance area are hospitalized with COVID-19, compared to the total number of people residing in that area. 

Data are preliminary and subject to change as more data become available. Data will be updated weekly.",4632,107
2025-02-27T13:53:17.000Z,https://data.cdc.gov/d/aemk-wcbf,aemk-wcbf,NOHSS Adult Indicators - 2010 And Prior BRFSS,"['High_Confidence_Interval', 'GeoLocation (city)', 'IndicatorID', 'GeoLocation (zip)', 'Break_Out_Category', 'Break_Out', 'Break_Out_ID', 'SampleSize', 'Data_Value_Footnote', 'Data_Value_Unit', 'SortBreakOutID', 'LocationID', 'Indicator', 'GeoLocation (state)', 'LocationDesc', 'SortUSFirst', 'Low_Confidence_Interval', 'GeoLocation (address)', 'LocationAbbr', 'GeoLocation', 'Year', 'Data_Value', 'Data_Value_Footnote_Symbol', 'Datasource', 'Data_Value_Type', 'Response', 'Category']",27,"Data from BRFSS for indicators of adult oral health for 1999 and even years from 2002 through 2010. National estimates are represented by the median prevalence among 50 states and the District of Columbia data. Estimates are prepared from the BRFSS public use data sets. Estimates in this file are not age adjusted, and may differ slightly from estimates available from the BRFSS web site or Chronic Disease Indicators due to small differences in definition, age adjustment or rounding. For more information, see: http://www.cdc.gov/oralhealthdata/overview/Adult_Indicators.html",4631,5
2025-01-10T19:26:43.000Z,https://data.cdc.gov/d/wan8-w4er,wan8-w4er,CDC STATE System E-Cigarette Legislation - Smokefree Indoor Air,"['GeoLocation (city)', 'LocationDesc', 'GeoLocation (address)', 'Effective_Date', 'TopicId', 'TopicTypeId', 'MeasureId', 'Enacted_Date', 'Comments', 'MeasureDesc', 'ProvisionAltValue', 'ProvisionID', 'Citation', 'GeoLocation (state)', 'ProvisionValue', 'YEAR', 'ProvisionGroupID', 'LocationAbbr', 'DataType', 'TopicDesc', 'Quarter', 'ProvisionGroupDesc', 'ProvisionDesc', 'GeoLocation', 'DisplayOrder', 'DataSource', 'GeoLocation (zip)']",27,"1995-2024. Centers for Disease Control and Prevention (CDC).  State Tobacco Activities Tracking and Evaluation (STATE) System.  E-Cigarette Legislation—Smokefree Indoor Air. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to state legislation on smokefree indoor air in areas such as: Bars, Commercial Day Care Centers, Government Multi-Unit Housing, Government Worksites, Home-Based Day Care Centers, Hotels and Motels, Personal Vehicles, Private Multi-Unit Housing, Private Worksites, Restaurants, Bingo Halls, Casinos, Enclosed Arenas, Grocery Stores, Hospitals, Hospital Campuses, Malls, Mental Health Outpatient and Residential Facilities, Prisons, Public Transportation, Racetrack Casinos, Substance Abuse Outpatient and Residential Facilities.",4566,144
2025-02-11T21:28:52.000Z,https://data.cdc.gov/d/jiwm-ppbh,jiwm-ppbh,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2018-2020,"['LocationDesc', 'Topic', 'TopicID', 'Stratification1', 'Data_Value', 'Stratification2', 'LocationID', 'Y_lat', 'Class', 'StratificationCategory1', 'Data_Value_Type', 'X_lon', 'Data_Value_Footnote_Symbol', 'LocationAbbr', 'Data_Value_Unit', 'Data_Value_Footnote', 'GeographicLevel', 'DataSource', 'StratificationCategory2', 'Year']",20,"2018 to 2020, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",3158,58
2025-01-21T18:41:12.000Z,https://data.cdc.gov/d/aetd-68ew,aetd-68ew,Vaccination Coverage among Adults (18+ Years),"['Survey Year', 'Geography Type', 'Dose', 'Geography', 'Sample Size', 'FIPS', 'Vaccine', 'Dimension', 'Dimension Type', 'Estimate (%)', '95% CI (%)']",11,"Vaccination Coverage among Adults (18+ Years)

• Data on adult vaccination coverage from the Behavioral Risk Factor Surveillance System (BRFSS) for the general population at the national, regional, and state levels by age groups.

• Additional information available at https://www.cdc.gov/vaccines/imz-managers/coverage/adultvaxview/index.html",3016,34
2025-02-11T22:29:46.000Z,https://data.cdc.gov/d/kgsi-35re,kgsi-35re,Stroke Mortality Data Among US Adults (35+) by State/Territory and County,"['Data_Value_Type', 'LocationID', 'Stratification2', 'Data_Value', 'Class', 'LocationDesc', 'LocationAbbr', 'Location 1 (zip)', 'Location 1 (state)', 'Location 1 (city)', 'Location 1', 'Stratification1', 'StratificationCategory1', 'Data_Value_Footnote', 'DataSource', 'Year', 'Location 1 (address)', 'TopicID', 'StratificationCategory2', 'Data_Value_Footnote_Symbol', 'Data_Value_Unit', 'Topic', 'GeographicLevel']",23,"2014 to 2016, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",2998,11
2025-03-20T12:23:07.000Z,https://data.cdc.gov/d/3cxc-4k8q,3cxc-4k8q,"Percent Positivity of Respiratory Syncytial Virus Nucleic Acid Amplification Tests by HHS Region, National Respiratory and Enteric Virus Surveillance System","['mmwrweek_end', 'level', 'posted', 'pcr_tests', 'percent_pos_2_week', 'pcr_percent_positive', 'percent_pos_4_week', 'perc_diff', 'detections_2_week', 'detections_4_week', 'pcr_detections']",11,"More than 450 public health, clinical, and commercial laboratories located throughout the United States voluntarily participate in surveillance for respiratory syncytial virus (RSV) through CDC's National Respiratory and Enteric Virus Surveillance System (NREVSS) (https://www.cdc.gov/surveillance/nrevss/labs/index.html). The data contain weekly, aggregate counts of RSV tests performed and RSV detections as reported to NREVSS since April 11, 2020. 

NREVSS data are reported weekly at the national and 10 HHS regional levels (https://www.hhs.gov/about/agencies/iea/regional-offices/index.html). The presented data are RSV Nucleic Acid Amplification Test (NAAT) results, which include reverse transcription-polymerase chain reaction (RT-PCR) tests. These data exclude antigen, antibody, and at-home test results. Less than 5% of RSV tests reported to NREVSS are from antigen tests. All data are provisional and subject to change. Reporting is less complete for the most recent weeks, but relatively complete (>90%) for the period up to 2 weeks earlier. 

Percent positivity is a surveillance metric used to monitor RSV activity over time and by geographic area. Participating laboratories send weekly reports of the total number of RSV tests performed that week, and the number of those tests that were positive. In the table and upon hovering on the map, the total test counts reflect the latest data reported to NREVSS and may differ from data presented by public health jurisdictions. Public health jurisdictions may have additional data not reported to NREVSS and may use a different reporting cadence. The RSV trend graphs display the weekly average percent of tests positive for RSV among all the tests performed. Each point on the regional table displays the average number of RSV tests that were performed, and the average percent of those that were positive during a 3-week period (i.e., the specified week, and the weeks immediately preceding and following it). This is also known as a centered, 3-week moving average. The RSV detections displayed are the 5-week moving average (average of the 4 previous and current weeks) in accordance with the recommendations for assessing RSV trends by detections (https://academic.oup.com/jid/article/216/3/345/3860464). 

NREVSS strives to present precise estimates of respiratory viral trends and minimize reporting burden for participating laboratories. However, there are several limitations to this surveillance system. NREVSS is a laboratory-based surveillance system that does not have patient-specific data; multiple tests from a single patient may be included. In addition, NREVSS does not collect demographic or clinical data (i.e., hospitalizations or deaths). Testing practices may vary regionally, and the number of participating laboratories may change from year to year. Laboratories from all 50 states report data weekly, but reporting is voluntary and may not be representative of local RSV activity. The data do not include all test results within a jurisdiction and therefore do not reflect all RSV NAATs administered regionally or nationally. Participating laboratories vary in size, testing capabilities, and areas and populations served. Geographic results from clinical laboratories are based on testing location and laboratories may test samples from across one or more states.  For more information on NREVSS and RSV surveillance please visit: https://www.cdc.gov/surveillance/nrevss.",2861,256
2025-01-30T20:05:49.000Z,https://data.cdc.gov/d/55yu-xksw,55yu-xksw,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2019-2021,"['Data_Value_Type', 'States', 'Counties', 'Data_Value_Footnote', 'TopicID', 'Georeference', 'LocationAbbr', 'Stratification2', 'Stratification1', 'Data_Value', 'LocationDesc', 'Year', 'Data_Value_Unit', 'Class', 'X_lon', 'Y_lat', 'Topic', 'GeographicLevel', 'LocationID', 'StratificationCategory2', 'Data_Value_Footnote_Symbol', 'StratificationCategory1', 'DataSource']",23,"2019 to 2021, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",2633,52
2025-03-21T16:02:57.000Z,https://data.cdc.gov/d/rdmq-nq56,rdmq-nq56,"NSSP Emergency Department Visit Trajectories by State and Sub State Regions- COVID-19, Flu, RSV, Combined  ","['percent_visits_smoothed_influenza', 'hsa', 'percent_visits_influenza', 'percent_visits_covid', 'hsa_nci_id', 'fips', 'county', 'ed_trends_influenza', 'BuildNumber', 'trend_source', 'ed_trends_covid', 'percent_visits_smoothed_rsv', 'percent_visits_smoothed_covid', 'percent_visits_smoothed_combined', 'percent_visits_rsv', 'percent_visits_combined', 'geography', 'week_end', 'ed_trends_rsv', 'hsa_counties']",20,"NSSP Emergency Department (ED) Visit Trajectories by State and Sub-State Regions- COVID-19, Flu, RSV, Combined. This dataset provides the percentage of emergency department patient visits for the specified pathogen of all ED patient visits for the specified geographic part of the country that were observed for the given week from data submitted to the National Syndromic Surveillance Program (NSSP). In addition, the trend over time is characterized as increasing, decreasing or no change, with exceptions for when there are no data available, the data are too sparse, or there are not enough data to compute a trend. These data are to provide awareness of how the weekly trend is changing for the given geographic region.  

Note that the reported sub-state trends are from Health Service Areas (HSA) and the data reported from the health care facilities located within the given HSA. Health Service Areas are regions of one or more counties that align to patterns of care seeking. The HSA level data are reported for each county in the HSA. 

More information on HSAs is available <a href=""https://seer.cancer.gov/seerstat/variables/countyattribs/hsa.html""><b>here</b></a>.

For the emergency department time series, trajectory classifications reported on for sub-state (HSA) emergency department time series, trajectory classifications are based on approximations of the first derivative (slope) of trends that are smoothed using generalized additive models (GAMs). To determine time intervals in which the slope is sufficiently changing (i.e., rate of change distinguishable from 0), 95% confidence intervals for the slope approximations are calculated and assessed. Weeks with a 95% confidence interval not containing 0 are classified as increasing if the slope estimate is positive and decreasing if the slope estimate is negative. Weeks with a 95% confidence interval containing 0 are classified as stable. In the scenario that an HSA's time series is determined to be too sparse (i.e., many weeks with percentages of 0%), a model is not fit, and the HSA is classified as “sparse”.  

For additional information, please see: <a href=""https://www.cdc.gov/ncird/surveillance/respiratory-illnesses/index.html#companion-guide""><b>Companion Guide: NSSP Emergency Department Data on Respiratory Illness</b></a>

Updated once per week on Fridays. ",2419,471
2025-03-20T17:38:26.000Z,https://data.cdc.gov/d/cf5u-bm9w,cf5u-bm9w,Monthly Rates of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System,"['_YearMonth', 'Sex_Label', 'Race_Label', 'AgeCategory_Legend', 'MonthlyRate', 'Season', 'State', 'Type']",8,"The Coronavirus Disease 2019 (COVID-19) Hospitalization Surveillance Network (COVID-NET) a network that conducts active, population-based surveillance for laboratory-confirmed COVID-19-associated hospitalizations among children and adults. COVID-NET, along with the Respiratory Syncytial Virus Hospitalization Surveillance Network (RSV-NET) and the Influenza Hospitalization Surveillance Network (FluSurv-NET), comprise the Respiratory Virus Hospitalization Surveillance Network (RESP-NET). The RESP-NET platforms have overlapping surveillance areas and use similar methods to collect data. COVID-NET is CDC’s source for important data on rates of hospitalizations associated with COVID-19. Hospitalization rates show how many people in the surveillance area are hospitalized with COVID-19, compared to the total number of people residing in that area.

Data are preliminary and subject to change as more data become available. Data will be updated weekly.",2327,26
2025-02-11T22:25:47.000Z,https://data.cdc.gov/d/6x7h-usvx,6x7h-usvx,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2016-2018,"['LocationDesc', 'Data_Value', 'DataSource', 'Year', 'Stratification2', 'GeographicLevel', 'StratificationCategory2', 'StratificationCategory1', 'Data_Value_Footnote', 'Data_Value_Unit', 'Y_lat', 'Data_Value_Footnote_Symbol', 'Class', 'Stratification1', 'X_lon', 'TopicID', 'Data_Value_Type', 'LocationAbbr', 'LocationID', 'Topic']",20,"2016 to 2018, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",2284,15
2025-03-20T17:38:22.000Z,https://data.cdc.gov/d/bigw-pgk2,bigw-pgk2,Patient Characteristics of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System,"['Death', 'Age Category', 'Mechanical Ventilation', 'Time', 'Race/Ethnicity', 'Medical Condition', 'Time Period', 'Estimate Type', 'COVID', 'Sex', 'Season', 'Estimate', 'Strata', 'ICU']",14,"The Coronavirus Disease 2019 (COVID-19) Hospitalization Surveillance Network (COVID-NET) a network that conducts active, population-based surveillance for laboratory-confirmed COVID-19-associated hospitalizations among children and adults. COVID-NET, along with the Respiratory Syncytial Virus Hospitalization Surveillance Network (RSV-NET) and the Influenza Hospitalization Surveillance Network (FluSurv-NET), comprise the Respiratory Virus Hospitalization Surveillance Network (RESP-NET). The RESP-NET platforms have overlapping surveillance areas and use similar methods to collect data. COVID-NET is CDC’s source for important data on rates of hospitalizations associated with COVID-19. Hospitalization rates show how many people in the surveillance area are hospitalized with COVID-19, compared to the total number of people residing in that area.

Data are preliminary and subject to change as more data become available. Data will be updated weekly.",2278,45
2025-03-20T17:38:22.000Z,https://data.cdc.gov/d/pbq2-7wr2,pbq2-7wr2,Monthly Rates of Laboratory-Confirmed RSV Hospitalizations from the RSV-NET Surveillance System,"['Race', 'State', 'Type', 'Sex', 'Season', 'Month', 'Rate', 'Age Category']",8,"The Respiratory Syncytial Virus Hospitalization Surveillance Network (RSV-NET) is a network that conducts active, population-based surveillance for laboratory-confirmed RSV-associated hospitalizations in children younger than 18 years of age and adults. RSV-NET, along with the Coronavirus Disease 2019 (COVID-19) Hospitalization Surveillance Network (COVID-NET) an the Influenza Hospitalization Surveillance network (FluSuv-NET), comprise the Respiratory Virus Hospitalization Surveillance Network (RESP-NET). The RESP-NET platforms have overlapping surveillance areas and use similar methods to collect data. Because the surveillance areas and age groups included in surveillance have changed over time, trends should be interpreted with caution. RSV-NET is CDC’s source for important data on rates of hospitalizations associated with RSV. Hospitalization rates show how many people in the surveillance area are hospitalized with RSV, compared to the total number of people residing in that area.

Data are preliminary and subject to change as more data become available. Data will be updated weekly.",2128,11
2025-03-21T16:01:54.000Z,https://data.cdc.gov/d/7xva-uux8,7xva-uux8,"NSSP Emergency Department Visits - COVID-19, Flu, RSV, Combined – by Demographic Category","['pathogen', 'week_end', 'demographics_type', 'percent_visits', 'demographics_values', 'geography']",6,"NSSP Emergency Department Visits - COVID-19, Flu, RSV, Combined – by Demographic Category 

For additional information, please see: <a href=""https://www.cdc.gov/ncird/surveillance/respiratory-illnesses/index.html#companion-guide""><b>Companion Guide: NSSP Emergency Department Data on Respiratory Illness</b></a>.

Updated once per week on Fridays.",1955,51
2025-03-20T15:46:01.000Z,https://data.cdc.gov/d/yrur-wghw,yrur-wghw,"Provisional COVID-19 death counts and rates by month, jurisdiction of residence, and demographic characteristics","['group', 'aa_COVID_rate', 'crude_COVID_rate', 'jurisdiction_residence', 'subgroup1', 'COVID_deaths', 'subgroup2', 'year', 'data_as_of', 'footnote', 'aa_COVID_rate_ann', 'month', 'crude_COVID_rate_ann']",13,"This file contains COVID-19 death counts and rates by month and year of death, jurisdiction of residence (U.S., HHS Region) and demographic characteristics (sex, age, race and Hispanic origin, and age/race and Hispanic origin). United States death counts and rates include the 50 states, plus the District of Columbia.

Deaths with confirmed or presumed COVID-19, coded to ICD–10 code U07.1. Number of deaths reported in this file are the total number of COVID-19 deaths received and coded as of the date of analysis and may not represent all deaths that occurred in that period. Counts of deaths occurring before or after the reporting period are not included in the file.

Data during recent periods are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes. This delay can range from 1 week to 8 weeks or more, depending on the jurisdiction and cause of death.

Death counts should not be compared across jurisdictions. Data timeliness varies by state. Some states report deaths on a daily basis, while other states report deaths weekly or monthly.

The ten (10) United States Department of Health and Human Services (HHS) regions include the following jurisdictions. Region 1: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont; Region 2: New Jersey, New York; Region 3: Delaware, District of Columbia, Maryland, Pennsylvania, Virginia, West Virginia; Region 4: Alabama, Florida, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee; Region 5: Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin; Region 6: Arkansas, Louisiana, New Mexico, Oklahoma, Texas; Region 7: Iowa, Kansas, Missouri, Nebraska; Region 8: Colorado, Montana, North Dakota, South Dakota, Utah, Wyoming; Region 9: Arizona, California, Hawaii, Nevada; Region 10: Alaska, Idaho, Oregon, Washington.

Rates were calculated using the population estimates for 2021, which are estimated as of July 1, 2021 based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Blended Base consists of the blend of Vintage 2020 postcensal population estimates, 2020 Demographic Analysis Estimates, and 2020 Census PL 94-171 Redistricting File (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/2020-2021/methods-statement-v2021.pdf).

Rate are based on deaths occurring in the specified week and are age-adjusted to the 2000 standard population using the direct method (see https://www.cdc.gov/nchs/data/nvsr/nvsr70/nvsr70-08-508.pdf). These rates differ from annual age-adjusted rates, typically presented in NCHS publications based on a full year of data and annualized weekly age-adjusted rates which have been adjusted to allow comparison with annual rates. Annualization rates presents deaths per year per 100,000 population that would be expected in a year if the observed period specific (weekly) rate prevailed for a full year.

Sub-national death counts between 1-9 are suppressed in accordance with NCHS data confidentiality standards. Rates based on death counts less than 20 are suppressed in accordance with NCHS standards of reliability as specified in NCHS Data Presentation Standards for Proportions (available from: https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf.).",1896,75
2025-01-22T14:17:48.000Z,https://data.cdc.gov/d/8hzs-zshh,8hzs-zshh,Provisional drug overdose death counts for specific drugs,"['drug_overdose_deaths', 'month_ending_date', 'death_year', 'footnote', 'drug_involved', 'death_month', 'jurisdiction_occurrence', 'data_as_of', 'time_period']",9,"This data presents counts of provisional drug overdose deaths by selected drugs and U.S. Department of Health and Human Services (HHS) public health regions, based on provisional mortality data from the National Vital Statistics System. This data is limited to drug overdose deaths with an underlying cause of death assigned to International Statistical Classification of Diseases, 10th Revision (ICD-10) code numbers X40-X44 (unintentional), X60-X64 (suicide), X85 (homicide), or Y10-Y14 (undetermined intent). Specific drugs were identified using methods for searching literal text from death certificates. 

The provisional data are based on a current flow of mortality data and include reported 12 month-ending provisional counts of drug overdose deaths by jurisdiction of occurrence and specified drug. Provisional drug overdose death counts presented on this page are for “12-month ending periods,” defined as the number of deaths occurring in the 12-month period ending in the month indicated. For example, the 12-month ending period in June 2022 would include deaths occurring from July 1, 2021, through June 30, 2022. Evaluation of trends over time should compare estimates from year to year (June 2021 and June 2022), rather than month to month, to avoid overlapping time periods. It is important to note that the data represent counts of deaths, and not mortality ratios or rates, which are the standard measure used to compare groups, and therefore should not be used to determine populations at disproportionate risk of drug overdose death.",1873,18
2025-03-21T16:01:22.000Z,https://data.cdc.gov/d/vutn-jzwm,vutn-jzwm,"2023 Respiratory Virus Response - NSSP Emergency Department Visits - COVID-19, Flu, RSV, Combined","['pathogen', 'geography', 'week_end', 'percent_visits']",4,"2023 Respiratory Virus Response - NSSP Emergency Department Visits - COVID-19, Flu, RSV, Combined
<br>
For additional information, please see:  <a href=""https://www.cdc.gov/ncird/surveillance/respiratory-illnesses/index.html#companion-guide""><b>Companion Guide: NSSP Emergency Department Data on Respiratory Illness</b></a>
<br>",1807,154
